State,Hospital,City,Zip Code,Designation,Organization_x,y,x
Missouri,Western Missouri Medical Center,Warrensburg,64093,Acute Stroke Ready Hospital,The Joint Commission,38.76591,-93.72188
California,Sutter Roseville Medical Center,Roseville,95661,Primary Stroke Center,The Joint Commission,38.765718,-121.249695
Illinois,HSHS St. Joseph's Hospital,Highland,62249,Acute Stroke Ready Hospital,State,38.75524,-89.66799
Missouri,SSM Health DePaul Hospital - St. Louis,St. Louis,63044,Comprehensive Stroke Center,The Joint Commission,38.74999,-90.43413
Maryland,Southern Maryland Hospital Center,Clinton,20735,Primary Stroke Center,The Joint Commission,38.74827,-76.87611
California,Kaiser Foundation Hospital - Roseville,Roseville,95661,Primary Stroke Center,The Joint Commission,38.746251,-121.250398
Virginia,Inova Mount Vernon Hospital,Alexandria,22306,Primary Stroke Center,The Joint Commission,38.73985,-77.07627
Illinois,Anderson Hospital,Maryville,62062,Acute Stroke Ready Hospital,State,38.73669,-89.94666
Illinois,Carle Richland Memorial Hospital,Olney,62450,Acute Stroke Ready Hospital,State,38.73656,-88.07745
Illinois,Lawrence County Memorial Hospital,Lawrenceville,62439,Acute Stroke Ready Hospital,State,38.728787,-87.694059
California,Marshall Medical Center,Placerville,95667,Primary Stroke Center,The Joint Commission,38.72459,-120.79119
Missouri,Progress West Hospital,O'Fallon,63368,Primary Stroke Center,The Joint Commission,38.715204,-90.698798
Virginia,Fauquier Medical Center,Warrenton,20186,Primary Stroke Center,The Joint Commission,38.712674,-77.80894
Illinois,Clay County Hospital,Flora,62839,Acute Stroke Ready Hospital,State,38.68091,-88.47222
Indiana,Good Samaritan Hospital,Vincennes,47591,Primary Stroke Center,The Joint Commission,38.67375,-87.53223
California,Mercy San Juan Medical Center,Carmichael,95608,Comprehensive Stroke Center,The Joint Commission,38.6707,-121.31384
California,Mercy Hospital of Folsom,Folsom,95630,Primary Stroke Center,The Joint Commission,38.67039,-121.14552
Missouri,Cass Regional Medical Center,Harrisonville,64701,Acute Stroke Ready Hospital,The Joint Commission,38.6649,-94.3773
California,Woodland Memorial Hospital,Woodland,95695,Primary Stroke Center,The Joint Commission,38.66423,-121.792253
Missouri,St. Luke's Hospital,Chesterfield,63017,Primary Stroke Center,The Joint Commission,38.6515,-90.50342
Missouri,Mercy Hospital St. Louis,St. Louis,63141,Thrombectomy Capable Stroke Center,The Joint Commission,38.64436,-90.4466
Delaware,Nanticoke Memorial Hospital,Seaford,19973,Primary Stroke Center,The Joint Commission,38.64179,-75.60478
Illinois,Salem Township Hospital,Salem,62881,Acute Stroke Ready Hospital,State,38.64157,-88.94756
Virginia,Sentara Northern Virginia Medical Center,Woodbridge ,22191,Primary Stroke Center,DNV GL,38.63687,-77.28553
Missouri,Missouri Baptist Medical Center,St. Louis,63131,Primary Stroke Center,The Joint Commission,38.63534,-90.44708
Missouri,Barnes-Jewish Hospital,St. Louis,63110,Comprehensive Stroke Center,The Joint Commission,38.6349189,-90.2647602
Missouri,SSM Health St. Mary's Hospital - St. Louis,Richmond Heights,63117,Primary Stroke Center,The Joint Commission,38.633,-90.31084
California,Healdsburg District Hospital,Healdsburg,95448,Primary Stroke Center,The Joint Commission,38.626968,-122.86404
Illinois,HSHS St. Joseph's Hospital,Breese,62230,Acute Stroke Ready Hospital,State,38.62599,-89.52409
Missouri,SSM Health St. Louis University Hospital,Saint Louis,63110,Level I,State,38.62303,-90.23933
California,Kaiser Foundation Hospital - Sacramento,Sacramento,95825,Comprehensive Stroke Center,The Joint Commission,38.602029,-121.39257
Illinois,HSHS St. Elizabeth's Hospital,Ofallon,62269,Acute Stroke Ready Hospital,State,38.58352,-89.93217
Utah,Moab Regional Hospital,Moab,84532,Stroke Receiving Facility,State,38.575477,-109.559381
Illinois,Memorial Hospital East,Shiloh,62269,Acute Stroke Ready Hospital,State,38.57337,-89.90503
California,Mercy General Hospital,Sacramento,95819,Primary Stroke Center,The Joint Commission,38.57134,-121.45293
California,Sutter Medical Center,Sacramento,95816,Primary Stroke Center,The Joint Commission,38.570825,-121.469458
Missouri,Capital Regional Medical Center,Jefferson City,65102,Level II,State,38.56551,-92.18216
California,Sutter Davis Hospital,Davis,95616,Primary Stroke Center,The Joint Commission,38.561977,-121.771462
Maryland,CalvertHealth Medical Center,Prince Frederick,20678,Primary Stroke Center,The Joint Commission,38.55963,-76.59455
Missouri,SSM Health St. Mary's Hospital - Jefferson City,Jefferson City,65109,Primary Stroke Center,The Joint Commission,38.55841,-92.22125
California,"University of California, Davis Medical Center",Sacramento,95817,Primary Stroke Center,The Joint Commission,38.5558,-121.45751
Missouri,Mercy Hospital Washington,Washington,63090,Level II,State,38.5523,-91.00069
Illinois,Protestant Memorial Medical Center,Belleville,62226,Acute Stroke Ready Hospital,State,38.550123,-90.021361
Illinois,SSM Health St. Mary's Hospital,Centralia,62801,Acute Stroke Ready Hospital,State,38.53097,-89.11776
Maryland,Charles Regional Medical Center,La Plata,20646,Primary Stroke Center,The Joint Commission,38.52958,-76.97755
Missouri,SSM Health St. Clare Hospital - Fenton,Fenton,63026,Thrombectomy Capable Stroke Center,The Joint Commission,38.52574,-90.4741
Missouri,Mercy Hospital South,St. Louis,63128,Level I,State,38.50744,-90.38037
California,Sutter Santa Rosa Regional Hospital,Santa Rosa,95403,Primary Stroke Center,The Joint Commission,38.494661,-122.752116
California,Kaiser Foundation Hospital - Santa Rosa,Santa Rosa,95403,Primary Stroke Center,The Joint Commission,38.471429,-122.727002
Kentucky,King's Daughter Medical Center,Ashland,41101,Primary Stroke Center,State,38.470058,-82.635053
California,Kaiser Foundation Hospital - South Sacramento,Sacramento,95823,Primary Stroke Center,The Joint Commission,38.469534,-121.422244
California,Methodist Hospital of Sacramento,Sacramento,95823,Primary Stroke Center,The Joint Commission,38.463367,-121.416207
California,St Joseph Health Northern CA,Santa Rosa,95405,Primary Stroke Center,The Joint Commission,38.443456,-122.701543
West Virginia,St. Mary's Medical Center,Huntington,25702,Comprehensive Stroke Center,HFAP,38.43254,-82.40105
Illinois,Wabash General Hospital District,Mt. Carmel,62863,Acute Stroke Ready Hospital,State,38.42098,-87.76913
West Virginia,Cabell Huntington Hospital,Huntington,25701,Primary Stroke Center,The Joint Commission,38.40981,-82.42626
Utah,Milford Valley Memorial Hospital,Milford,84751,Stroke Receiving Facility,State,38.40721,-113.00932
Virginia,Rockingham Memorial Hospital,Harrisonburg,22801,Primary Stroke Center,DNV GL,38.405133,-78.85445
California,Kaiser Foundation Hospital - Vacaville,Vacaville,95688,Primary Stroke Center,The Joint Commission,38.388592,-121.938385
Illinois,Fairfield Memorial Hospital,Fairfield,62837,Acute Stroke Ready Hospital,State,38.38134,-88.37447
Maryland,Peninsula Regional Medical Center,Salisbury,21801,Primary Stroke Center,The Joint Commission,38.36187,-75.59889
California,Sutter Amador Hospital,Jackson,95642,Primary Stroke Center,The Joint Commission,38.350239,-120.765098
West Virginia,Charleston Area Medical Center,Charleston,25301,Thrombectomy Capable Center,DNV GL,38.347802,-81.626597
Illinois,Washington County Hospital,Nashville,62263,Acute Stroke Ready Hospital,State,38.33925,-89.39083
Maryland,Atlantic General Hospital,Berlin,21811,Primary Stroke Center,The Joint Commission,38.33906,-75.21172
California,St. Joseph Health Queen of the Valley Medical Center,Napa,94558,Primary Stroke Center,The Joint Commission,38.324838,-122.294563
Virginia,Mary Washington Hospital,Fredericksburg,22401,Primary Stroke Center,The Joint Commission,38.31131,-77.48352
Maryland,St. Mary's Hospital,Leonardtown,20650,Primary Stroke Center,The Joint Commission,38.30074,-76.63808
Indiana,Baptist Health Floyd,New Albany,47150,Primary Stroke Center,HFAP,38.30009,-85.83423
Illinois,SSM Health Good Samaritan,Mt. Vernon,62864,Primary Stroke Center,The Joint Commission,38.29784,-88.94125
Utah,Beaver Valley Hospital,Beaver,84713,Stroke Receiving Facility,State,38.28892,-112.64353
Colorado,Parkview Medical Center,Pueblo,81003,Primary Stroke Center,The Joint Commission,38.28184,-104.61257
California,NorthBay Healthcare Group,Fairfield,94533,Primary Stroke Center,The Joint Commission,38.26174,-122.04657
California,Petaluma Valley Hospital,Petaluma,94954,Acute Stroke Ready Hospital             ,The Joint Commission,38.254361,-122.632279
Kentucky,Jewish Hospital and St. Mary's Healthcare,Louisville,40202,Primary Stroke Center,State,38.248932,-85.750871
Kentucky,University of Louisville Medical Center,Louisville,40202,Comprehensive Stroke Center,State,38.248187,-85.744585
Kentucky,Norton Hospital,Louisville,40222,Comprehensive Stroke Center,State,38.248187,-85.751237
Kentucky,Baptist Health Louisville,Louisville,40207,Primary Stroke Center,State,38.2372,-85.63881
Virginia,Spotsylvania Regional Medical Center,Fredericksburg,22408,Primary Stroke Center,The Joint Commission,38.21798,-77.49608
Illinois,Red Bud Regional Hospital,Red Bud,62278,Acute Stroke Ready Hospital,State,38.20925,-89.9973
Missouri,Mercy Hospital Jefferson,Crystal City,63028,Level III,State,38.19698,-90.39473
Missouri,Missouri Baptist Sullivan Hospital,Sullivan,63080,Level III,State,38.19573,-91.17042
Kentucky,Georgetown Community Hospital,Georgetown,40324,Stroke Ready Hospital,State,38.18575,-84.56024
Kentucky,Frankfort Regional Medical Center,Frankfort,40601,Primary Stroke Center,State,38.15997,-84.90619
California,Sutter Solano Medical Center,Vallejo,94589,Primary Stroke Center,The Joint Commission,38.131422,-122.237086
California,Kaiser Foundation Hospital and Rehabilitation Center-Vallejo,Vallejo,94589,Primary Stroke Center,The Joint Commission,38.12783,-122.248669
Illinois,Sparta Community Hospital,Sparta,62286,Acute Stroke Ready Hospital,State,38.12427,-89.69176
California,Adventist Heatlh Lodi Memorial,Lodi,95240,Primary Stroke Center,The Joint Commission,38.121288,-121.286867
Missouri,Lake Regional Health System,Osage Beach,65065,Level II,State,38.11999,-92.68293
California,Novato Community Hospital,Novato,94945,Primary Stroke Center,The Joint Commission,38.098334,-122.560025
Virginia,Augusta Health,Fishersville,22939,Primary Stroke Center,The Joint Commission,38.09436,-78.98659
Kentucky,Three Rivers Medical Center,Louisa,41230,Stroke Ready Hospital,State,38.092478,-82.604967
Illinois,Hamilton Memorial Hospital,McLeansboro,62859,Acute Stroke Ready Hospital,State,38.08717,-88.54024
Illinois,Pinckneyville Community Hospital,Pinckneyville,62274,Acute Stroke Ready Hospital,State,38.08451,-89.34909
Kentucky,Saint Joseph Mount Sterling,Mount Sterling,40353,Stroke Ready Hospital,HFAP,38.07703,-83.94568
Kansas,Hutchinson Regional Medical Center,Hutchinson,67502,Primary Stroke Center,The Joint Commission,38.07676,-97.89351
Kentucky,University of Kentucky Hospital,Lexington,40536,Comprehensive Stroke Center,State,38.032405,-84.50749
Kentucky,Saint Joseph Hospital,Lexington,40504,Primary Stroke Center,The Joint Commission,38.0311677,-84.5220029
Virginia,Rector & Visitors of the University of Virginia,Charlottesville,22903,Comprehensive Stroke Center,The Joint Commission,38.03077,-78.50175
Illinois,Marshall Browning Hospital,Du Quoin,62832,Acute Stroke Ready Hospital,State,38.02501,-89.23651
Virginia,Sentara Martha Jefferson Hospital,Charlottesville,22911,Thrombectomy Capable Center,DNV GL,38.02271,-78.44346
Kentucky,Baptist Health Lexington,Lexington,40503,Comprehensive Stroke Center,State,38.01849,-84.51236
Illinois,Franklin Hospital,Benton,62791,Acute Stroke Ready Hospital,State,38.00982,-88.91819
California,Kaiser Foundation Hospital - San Rafael,San Rafael,94903,Primary Stroke Center,The Joint Commission,38.004196,-122.55527
California,Kaiser Foundation Hospital - Antioch,Antioch,94531,Primary Stroke Center,The Joint Commission,37.9950325,-121.774977
Indiana,Deaconess - Midtown Hospital,Evansville,47747,Primary Stroke Center,HFAP,37.98359,-87.57029
California,John Muir Medical Center - Concord Campus,Concord,94520,Primary Stroke Center,The Joint Commission,37.9825,-122.03321
Indiana,Deaconess - Gateway,Newburgh,47630,Primary Stroke Center,HFAP,37.974366,-87.4445
California,St. Joseph's Medical Center of Stockton,Stockton,95204,Primary Stroke Center,The Joint Commission,37.970099,-121.288693
Kansas,St. Catherine Hospital,Garden City,67846,Primary Stroke Center,The Joint Commission,37.96943,-100.86866
Missouri,St. Genevieve County Memorial Hospital,Ste Genevieve,63679,Level III,State,37.96892,-90.05485
Indiana,St. Vincent Evansville,Evansville,47750,Primary Stroke Center,The Joint Commission,37.96537,-87.50412
California,Dameron Hospital Association,Stockton,95203,Primary Stroke Center,The Joint Commission,37.96149,-121.301
Missouri,Phelps Health,Rolla,65401,Level III,State,37.95203,-91.78673
California,Marin General Hospital,Greenbrae,94904,Primary Stroke Center,The Joint Commission,37.94752,-122.53545
Missouri,Washington County Memorial Hospital,Potosi,63664,Level III,State,37.92657,-90.7721
Illinois,Memorial Hospital of Chester,Chester,62233,Acute Stroke Ready Hospital,State,37.91737,-89.813643
California,John Muir Medical Center -- Walnut Creek Campus,Walnut Creek,94598,Comprehensive Stroke Center,The Joint Commission,37.913214,-122.041935
California,Kaiser Foundation Hospital - Walnut Creek,Walnut Creek,94596,Primary Stroke Center,The Joint Commission,37.892386,-122.059496
California,San Joaquin General Hospital,French Camp,95231,Primary Stroke Center,The Joint Commission,37.88664,-121.28308
California,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,94611,Primary Stroke Center,The Joint Commission,37.8823321,-122.257904
Utah,San Juan Hospital Health Services,Monticello ,84535,Stroke Receiving Facility,State,37.87427,-109.3496
Missouri,Cedar County Memorial Hospital,El Dorado Springs,64744,Level III,State,37.86039,-94.01789
Utah,Garfield Memorial Hospital,Panguitch,84759,Stroke Receiving Facility,State,37.82608,-112.42711
California,Summit Campus,Oakland,94609,Primary Stroke Center,The Joint Commission,37.820188,-122.264181
Illinois,Ferrell Hospital Community Foundation,Eldorado,62930,Acute Stroke Ready Hospital,State,37.815548,-88.441947
California,Doctors Hospital of Manteca,Manteca,95336,Primary Stroke Center,The Joint Commission,37.80158,-121.19752
Illinois,Herrin Hospital,Herrin,62948,Primary Stroke Center,The Joint Commission,37.800916,-89.026475
West Virginia,Beckley ARH,Beckley,25801,Acute Stroke Ready,DNV GL,37.798593,-81.1971962
California,Kaiser Foundation Hospital - Manteca/Modesto,Manteca,95337,Primary Stroke Center,The Joint Commission,37.797866,-121.245871
California,Saint Francis Memorial Hospital,San Francisco,94109,Primary Stroke Center,The Joint Commission,37.78977,-122.41686
West Virginia,Raleigh General Hospital,Beckley,25801,Primary Stroke Center,The Joint Commission,37.78753,-81.20245
California,California Pacific Medical Center-Van Ness Campus,San Francisco,94109,Primary Stroke Center,The Joint Commission,37.786467,-122.422342
California,Kaiser Foundation Hospital - San Francisco,San Francisco,94115,Primary Stroke Center,The Joint Commission,37.7828429,-122.443051
Missouri,Parkland Health Center,Farmington,63640,Primary Stroke Center,The Joint Commission,37.78209,-90.4387
Kentucky,Owensboro Health,Owensboro,42303,Primary Stroke Center,State,37.7784,-87.0636
California,San Ramon Regional Medical Center,San Ramon,94583,Primary Stroke Center,The Joint Commission,37.77607,-121.9583
California,Dignity Health St. Mary's Medical Center,San Francisco,94117,Primary Stroke Center,The Joint Commission,37.77368,-122.45426
Illinois,St. Joseph Memorial Hospital,Murphysboro,62966,Acute Stroke Ready Hospital,State,37.77365,-89.32503
California,California Pacific Medical Center- Davies Campus,San Francisco,94117,Primary Stroke Center,The Joint Commission,37.768693,-122.434519
California,UCSF Medical Center,San Francisco,94143,Comprehensive Stroke Center,The Joint Commission,37.763191,-122.45798
California,Alameda Health System,Alameda,94501,Primary Stroke Center,The Joint Commission,37.76319,-122.25402
Kentucky,Ephraim McDowell James B Haggin Hospital,Harrodsburg,40330,Stroke Ready Hospital,State,37.75597,-84.84898
California,Zuckerberg San Francisco General Hospital,San Francisco,94110,Primary Stroke Center,The Joint Commission,37.75563,-122.4051
California,Sutter Tracy Community Hospital,Tracy,95376,Primary Stroke Center,The Joint Commission,37.744281,-121.433892
Illinois,Heartland Regional Medical Center,Marion,62959,Acute Stroke Ready Hospital,State,37.74311,-88.99167
Missouri,Perry County Memorial Hospital,Perryville,63775,Level III,State,37.73169,-89.86598
Illinois,Harrisburg Medical Center,Harrisburg,62946,Acute Stroke Ready Hospital,State,37.73096,-88.5234
Kentucky,Highlands Regional Medical Center,Prestonburg,41653,Acute Stroke Ready,DNV GL,37.72921,-82.7675
Illinois,Memorial Hospital of Carbondale,Carbondale,62901,Primary Stroke Center,The Joint Commission,37.72766,-89.22006
Kentucky,Hardin Memorial Hospital,Elizabethtown,42701,Primary Stroke Center,State,37.70952,-85.87527
California,Kaiser Foundation Hospital-San Leandro,San Leandro,94577,Primary Stroke Center,The Joint Commission,37.706357,-122.164196
Virginia,Rappahannock General Hospital,Kilmarnock,22482,Primary Stroke Center,The Joint Commission,37.701268,-76.34215
Utah,Valley View Medical Center,Cedar City,84720,Stroke Receiving Facility,State,37.700334,-113.066599
Virginia,Riverside Shore Memorial Hospital,Onancock,23417,Primary Stroke Center,DNV GL,37.699796,-75.721423
Kansas,Ascension Via Christi Hospitals Wichita,Wichita,67214,Comprehensive Stroke Center,The Joint Commission,37.69895,-97.33179
California,Eden Medical Center,Castro Valley,94546,Primary Stroke Center,The Joint Commission,37.697947,-122.088668
Kansas,Wesley Medical Center,Wichita,67214,Primary Stroke Center,The Joint Commission,37.69557,-97.29838
California,ValleyCare Medical Plaza-West,Pleasanton,94588,Primary Stroke Center,The Joint Commission,37.693662,-121.880572
California,Seton Medical Center,Daly City,94015,Primary Stroke Center,The Joint Commission,37.680548,-122.474109
California,Memorial Medical Center,Modesto,95355,Primary Stroke Center,The Joint Commission,37.670074,-120.973606
California,Doctors Medical Center of Modesto,Modesto,95350,Primary Stroke Center,The Joint Commission,37.66539,-120.99742
Missouri,Salem Memorial District Hospital,Salem,65560,Level IV,State,37.66017,-91.56964
California,Kaiser Foundation Hospital South San Francisco,South San Francisco,94080,Primary Stroke Center,The Joint Commission,37.659002,-122.439373
Kentucky,Ephraim McDowell Regional Medical Center,Danville,40422,Stroke Ready Hospital,State,37.64382,-84.77327
Virginia,Bon Secours - Memorial Regional Medical Center,Mechanicsville,23116,Primary Stroke Center,The Joint Commission,37.62901,-77.38643
Virginia,Henrico Doctors' Hospital,Richmond,23229,Primary Stroke Center,The Joint Commission,37.60385,-77.54038
California,Mills-Peninsula,Burlingame,94010,Thrombectomy Capable Stroke Center,The Joint Commission,37.592045,-122.382427
Virginia,Bon Secours St. Mary's Hospital of Richmond,Richmond,23226,Comprehensive Stroke Center,The Joint Commission,37.58314,-77.51298
California,Washington Hospital Healthcare System,Fremont,94538,Primary Stroke Center,The Joint Commission,37.55712,-121.98036
California,Kaiser Foundation Hospital - Fremont Medical Center,Fremont,94538,Primary Stroke Center,The Joint Commission,37.552884,-121.974161
Virginia,Bon Secours Richmond Community Hospital,Richmond,23223,Primary Stroke Center,The Joint Commission,37.54032,-77.40682
Virginia,Virginia Commonwealth University Health System Authority,Richmond,23298,Comprehensive Stroke Center,The Joint Commission,37.540289,-77.430789
Virginia,Chippenham Hospital,Richmond,23225,Primary Stroke Center,DNV GL,37.51523,-77.52634
Virginia,Johnston-Willis Hospital,Richmond,23225,Comprehensive Stroke Center,DNV GL,37.51074,-77.5953
California,Kaiser Foundation Hospital - Redwood City,Redwood City,94063,Comprehensive Stroke Center,The Joint Commission,37.489193,-122.22337
California,Dignity Health Sequoia Hospital,Redwood City,94062,Primary Stroke Center,The Joint Commission,37.4801,-122.25392
Kentucky,Pikeville Medical Center,Pikeville,41501,Primary Stroke Center,The Joint Commission,37.47148,-82.52227
Virginia,Bon Secours St. Francis Medical Center,Midlothian,23114,Primary Stroke Center,The Joint Commission,37.46627,-77.65858
Illinois,Union County Hospital,Anna,62906,Acute Stroke Ready Hospital,State,37.464761,-89.246207
California,Stanford Health Care,Stanford,94305,Comprehensive Stroke Center,The Joint Commission,37.433409,-122.175721
Virginia,Riverside Walter Reed Hospital,Gloucester,23062,Primary Stroke Center,DNV GL,37.41955,-76.54231
Virginia,Swift Creek ER,Chesterfield,23832,Acute Stroke Ready,DNV GL,37.402392,-77.677894
California,El Camino Hospital,Mountain View,94040,Thrombectomy Capable Stroke Center,The Joint Commission,37.36880981,-122.0817853
California,Regional Medical Center of San Jose,San Jose,95116,Comprehensive Stroke Center,The Joint Commission,37.36271,-121.84786
California,Mercy Medical Center,Merced,95340,Primary Stroke Center,The Joint Commission,37.33948,-120.46694
Virginia,Sentara Williamsburg Regional Medical Center,Williamsburg,23188,Primary Stroke Center,DNV GL,37.337,-76.74046
California,Kaiser Foundation Hospital - Santa Clara,Santa Clara,95051,Primary Stroke Center,The Joint Commission,37.335117,-121.998469
Missouri,Texas County Memorial Hospital,Houston,65483,Level III,State,37.316,-91.96051
Missouri,Southeast Hospital,Cape Girardeau,63701,Primary Stroke Center,The Joint Commission,37.31576,-89.538965
California,Santa Clara Valley Medical Center,San Jose,95128,Primary Stroke Center,The Joint Commission,37.31342,-121.93421
Virginia,John Randolph Medical Center,Hopewell,23860,Primary Stroke Center,The Joint Commission,37.30716,-77.29136
Missouri,Saint Francis Medical Center,Cape Girardeau,63701,Primary Stroke Center,The Joint Commission,37.30258,-89.57189
Virginia,Lewis-Gale Medical Center,Salem,24153,Primary Stroke Center,The Joint Commission,37.263943,-80.031139
Virginia,Carilion Medical Center,Roanoke,24014,Primary Stroke Center,The Joint Commission,37.252486,-79.941137
California,Good Samaritan Hospital,San Jose,95124,Comprehensive Stroke Center,The Joint Commission,37.25221,-121.94665
Virginia,Riverside Doctors' Hospital Williamsburg,Williamsburg,23185,Primary Stroke Center,DNV GL,37.25126,-76.66784
California,Kaiser Foundation Hospital - San Jose,San Jose,95119,Primary Stroke Center,The Joint Commission,37.2339875,-121.7958345
Virginia,Lewis Gale Montgomery Regional Hospital,Blacksburg,24060,Acute Stroke Ready Hospital,The Joint Commission,37.18805,-80.4112
Virginia,Southside Medical Center,Petersburg,23805,Primary Stroke Center,The Joint Commission,37.182801,-77.35961
Missouri,Mercy Hospital Springfield,Springfield,65804,Primary Stroke Center,The Joint Commission,37.17987,-93.27416
Illinois,Massac Memorial Hospital,Metropolis,62960,Acute Stroke Ready Hospital,State,37.16646,-88.73968
Missouri,Cox Medical Centers South Hospital,Springfield,65807,Comprehensive Stroke Center,DNV GL,37.14577,-93.27912
Virginia,Mary Immaculate Hospital,Newport News,23602,Primary Stroke Center,The Joint Commission,37.14282,-76.51294
Kentucky,Whitesburg ARH Hospital,Whitesburg,41858,Acute Stroke Ready,DNV GL,37.11383,-82.8119
Utah,Dixie Regional Medical Center,St. George,84770,Stroke Receiving Facility,State,37.098448,-113.575946
Utah,Dixie Regional Medical Center - River Road,St. George,84790,Primary Stroke Center,The Joint Commission,37.09811,-113.55365
Kentucky,Lake Cumberland Regional Hospital,Somerset,42503,Primary Stroke Center,State,37.08571,-84.62023
Kentucky,Baptist Healthcare System,Paducah,42003,Primary Stroke Center,The Joint Commission,37.073427,-88.627628
Virginia,Riverside Regional Medical Center,Newport News,23692,Comprehensive Stroke Center,DNV GL,37.065,-76.48348
California,Memorial Hospital Los Banos,Los Banos,93635,Primary Stroke Center,The Joint Commission,37.064015,-120.858886
Virginia,Sentara CarePlex Hospital,Hampton,23666,Primary Stroke Center,DNV GL,37.05607,-76.39052
Utah,Kane County Hospital,Kanab,84741,Stroke Receiving Facility,State,37.0546,-112.52959
Missouri,Freeman Health System,Joplin,64804,Level II,State,37.05214,-94.52605
Missouri,Mercy Hospital Joplin,Joplin,64804,Primary Stroke Center,The Joint Commission,37.03574,-94.51066
Kentucky,T. J. Samson Community Hospital,Glasgow,42141,Stroke Ready Hospital,State,37.01107,-85.90514
Kentucky,The Medical Center,Bowling Green,42102,Primary Stroke Center,State,36.99644141,-86.4275054
California,"Dignity Health, Dominican Hospital Santa Cruz",Santa Cruz,95065,Primary Stroke Center,The Joint Commission,36.99016,-121.98357
Kentucky,Greenview Regional Hospital,Bowling Green,42104,Primary Stroke Center,State,36.96484,-86.43679
Missouri,Cox Monett Hospital,Monett,65708,Level IV,State,36.92662,-93.93124
Virginia,Bon Secours DePaul Medical Center,Norfolk,23505,Primary Stroke Center,The Joint Commission,36.89933,-76.28156
Virginia,Sentara Virginia Beach General Hospital,Virginia Beach ,23454,Primary Stroke Center,DNV GL,36.86516,-76.02594
Virginia,Sentara BelleHarbour,Suffolk,23435,Acute Stroke Ready,DNV GL,36.864526,-76.449545
Virginia,Sentara Norfolk General Hospital,Norfolk,23507,Comprehensive Stroke Center,DNV GL,36.86268,-76.30354
Virginia,Sentara Leigh Hospital,Norfolk,23502,Primary Stroke Center,DNV GL,36.85098,-76.18989
California,Kaiser Foundation Hospital - Fresno,Fresno,93720,Primary Stroke Center,The Joint Commission,36.842435,-119.781189
Virginia,Maryview Hospital,Portsmouth,23707,Primary Stroke Center,The Joint Commission,36.83695,-76.34797
California,Saint Agnes Medical Center,Fresno,93720,Primary Stroke Center,The Joint Commission,36.8353,-119.76574
California,Hazel Hawkins Memorial Hospital,Hollister,95023,Acute Stroke Ready Hospital             ,The Joint Commission,36.83492,-121.38624
Kentucky,Harlan ARH Hospital,Harlan,40831,Acute Stroke Ready ,DNV GL,36.809277,-83.313428
Missouri,Poplar Bluff Regional Medical Center,Poplar Bluff,63902,Level III,State,36.78761,-90.44324
Virginia,Sentara Princess Anne Hospital,Virginia Beach ,23456,Primary Stroke Center,DNV GL,36.77525,-76.09883
Virginia,Sentara Obici Hospital,Suffolk,23434,Primary Stroke Center,DNV GL,36.77328,-76.581575
Kentucky,Jackson Purchase Medical Center,Mayfield,42066,Primary Stroke Center,State,36.758787,-88.651338
Virginia,Community Memorial Hospital,South Hill,23970,Primary Stroke Center,The Joint Commission,36.75024,-78.10553
Virginia,Chesapeake Regional Medical Center,Chesapeake,23320,Primary Stroke Center,HFAP,36.74613,-76.24611
Missouri,Ozarks Medical Center,West Plains ,65775,Primary Stroke Center,HFAP,36.73815,-91.87557
California,Fresno Community Hospital and Medical Center,Fresno,93721,Primary Stroke Center,The Joint Commission,36.736415,-119.78656
Oklahoma,AllianceHealth Ponca City,Ponca City,74601,Acute Stroke Ready HospitalÂ  Â  Â  Â  Â  Â  Â ,The Joint Commission,36.725251,-97.06813
New Mexico,San Juan Regional Medical Center,Farmington,87401,Primary Stroke Center,DNV GL,36.72389,-108.2173
Virginia,Johnston Memorial Hospital,Abingdon,24211,Primary Stroke Center,The Joint Commission,36.72265,-81.91176
Virginia,Twin County Regional Hospital,Galax,24333,Primary Stroke Center,The Joint Commission,36.67086,-80.92344
California,Salinas Valley Memorial Healthcare System,Salinas,93901,Primary Stroke Center,The Joint Commission,36.65909,-121.64629
Missouri,Cox Medical Center Branson,Branson,65616,Level III,State,36.6503,-93.22152
Kentucky,Middlesboro ARH Hospital,Middlesboro,40965,Acute Stroke Ready,DNV GL,36.606255,-83.740082
Tennessee,Bristol Regional Medical Center,Bristol,37620,Primary Stroke Center,The Joint Commission,36.58498,-82.25735
California,Community Hospital of the Monterey Peninsula,Monterey,93940,Primary Stroke Center,The Joint Commission,36.5789,-121.91362
Virginia,Danville Regional Medical Center,Danville,24541,Primary Stroke Center,The Joint Commission,36.57774,-79.40548
Tennessee,Wellmont Health System,Kingsport,37660,Primary Stroke Center,The Joint Commission,36.5537,-82.554658
North Carolina,Northern Hospital District of Surry County,Mount Airy,27030,Primary Stroke Center,The Joint Commission,36.488796,-80.61184
Tennessee,NorthCrest Medical Center,Springfield,37172,Primary Stroke Center,The Joint Commission,36.4794,-86.88733
Tennessee,Claiborne Medical Center,Tazewell,37879,Acute Stroke Ready Hospital             ,The Joint Commission,36.45294,-83.57252
Oklahoma,Alliance Health Woodward,Woodward,73801,Acute Stroke Ready HospitalÂ  Â  Â  Â  Â  Â  Â ,The Joint Commission,36.43658,-99.40049
